3.117994	0.110569	0.066518	0.060376	0.302918	0.330815	1.545924	0.113002	0.173104
3.536044	0.089713	0.053971	0.047394	0.265511	0.280529	1.615699	0.092400	0.156877
1.824001	0.211165	0.127035	0.131071	0.504801	0.626663	1.533382	0.208586	0.256214
0.234851	0.467414	0.281192	0.260268	3.027028	3.371055	3.726514	0.209679	1.942239
5.387264	0.035552	0.021388	0.017445	0.165627	0.162538	2.362239	0.040913	0.106873
0.447625	0.420241	0.252813	0.256578	1.654578	2.020404	2.484154	0.266362	0.959070
0.612262	0.387033	0.232835	0.246703	1.249354	1.592727	2.126336	0.282662	0.673008
2.546016	0.147177	0.088540	0.084784	0.371723	0.428277	1.503573	0.149151	0.202652
1.413136	0.259323	0.156006	0.167096	0.626276	0.807092	1.608131	0.246187	0.308077
0.625916	0.384400	0.231251	0.245578	1.226507	1.567131	2.106497	0.283336	0.658240
1.564469	0.240425	0.144637	0.152993	0.575364	0.732260	1.573712	0.232433	0.285475
3.662781	0.084205	0.050657	0.044097	0.255571	0.267680	1.642552	0.087001	0.152239
1.555670	0.241485	0.145275	0.153738	0.578579	0.736689	1.576279	0.233242	0.287524
5.464010	0.034214	0.020583	0.016771	0.162905	0.159701	2.411802	0.039694	0.105310
0.936118	0.329173	0.198027	0.216109	0.875443	1.149498	1.804360	0.281240	0.436202
1.037327	0.312929	0.188255	0.205516	0.804962	1.057314	1.745807	0.275752	0.396399
1.723185	0.222082	0.133603	0.139218	0.530340	0.664914	1.547000	0.217805	0.266859
1.778980	0.215973	0.129927	0.134659	0.515865	0.643285	1.539019	0.212689	0.260728
1.691882	0.225586	0.135710	0.141826	0.538892	0.677603	1.552039	0.220686	0.270644
1.126030	0.299354	0.180088	0.196179	0.753204	0.987210	1.703977	0.269802	0.369013
1.198779	0.288661	0.173656	0.188648	0.715522	0.935227	1.674050	0.264327	0.349415
4.361830	0.059366	0.035714	0.029938	0.210908	0.212720	1.851431	0.063051	0.130973
0.718215	0.367063	0.220822	0.237828	1.089069	1.411260	1.986575	0.285837	0.566017
2.224617	0.172834	0.103975	0.102895	0.422743	0.503351	1.504806	0.173851	0.223715
1.206150	0.287599	0.173017	0.187826	0.712521	0.930672	1.672047	0.263747	0.348598
0.987070	0.320892	0.193046	0.210797	0.838213	1.101259	1.773245	0.278676	0.414841
0.774523	0.356873	0.214691	0.232616	1.021499	1.331664	1.928057	0.285860	0.522323
5.942757	0.026931	0.016201	0.013145	0.147571	0.144057	2.763927	0.033095	0.096321
1.179909	0.291397	0.175302	0.190634	0.724509	0.947957	1.680902	0.265790	0.353559
1.345863	0.268194	0.161343	0.173632	0.652193	0.844474	1.626958	0.252115	0.320355
0.892013	0.336512	0.202443	0.220724	0.910269	1.194122	1.833524	0.283080	0.456034
3.432120	0.094498	0.056849	0.050304	0.274065	0.291786	1.595435	0.097107	0.160685
1.663273	0.228836	0.137665	0.144277	0.546622	0.689270	1.556339	0.223324	0.273654
1.643571	0.231101	0.139028	0.145980	0.552137	0.697537	1.559566	0.225142	0.275911
2.459581	0.153677	0.092450	0.089314	0.384225	0.446608	1.501610	0.155484	0.207621
2.223219	0.172955	0.104048	0.102975	0.423087	0.503800	1.505094	0.173965	0.223996
2.542444	0.147440	0.088698	0.084970	0.372160	0.428954	1.503263	0.149409	0.202727
1.567267	0.240088	0.144435	0.152711	0.574794	0.731210	1.573656	0.232176	0.285630
3.153399	0.108629	0.065350	0.059137	0.299393	0.325976	1.550521	0.111079	0.171579
3.404543	0.095810	0.057639	0.051111	0.276349	0.294842	1.590069	0.098401	0.161600
2.570966	0.145352	0.087442	0.083524	0.368196	0.423156	1.504244	0.147367	0.201174
1.537093	0.243738	0.146631	0.155447	0.584222	0.745187	1.579721	0.234948	0.289685
0.534905	0.402296	0.242018	0.252196	1.405408	1.762080	2.263177	0.277064	0.779466
1.195420	0.289146	0.173947	0.188922	0.717826	0.938025	1.676240	0.264589	0.351381
2.548994	0.146958	0.088408	0.084641	0.371143	0.427525	1.503170	0.148937	0.202179
2.691924	0.136822	0.082311	0.077695	0.351768	0.399509	1.508725	0.138988	0.194112
