32768	0.000020	-0.004112	0.188620	-0.315364	0.183651	0.123986	0.592103	0.000000	0.000000	0.000000
32769	0.000020	-0.266236	0.017841	0.338764	-0.498493	0.017359	0.537678	0.000000	0.000000	0.000000
32770	0.000020	-0.053039	-0.087888	0.117291	0.259939	0.094005	-0.389147	0.000000	0.000000	0.000000
32771	0.000020	-0.010349	-0.019882	-0.156749	0.261181	-0.513056	-0.549659	0.000000	0.000000	0.000000
32772	0.000020	1.056371	0.573278	-0.784193	0.276544	1.068467	0.001387	0.000000	0.000000	0.000000
32773	0.000020	0.241644	0.261808	0.023823	0.328476	0.470241	-0.056136	0.000000	0.000000	0.000000
32774	0.000020	0.083235	-0.086368	0.061573	-0.044442	-0.106734	0.150357	0.000000	0.000000	0.000000
32775	0.000020	-2.015576	-2.967977	18.184557	0.188496	-0.252714	-0.013234	0.000000	0.000000	0.000000
32776	0.000020	-0.166017	-0.118536	-0.143509	0.265557	0.120431	-0.360827	0.000000	0.000000	0.000000
32777	0.000020	0.004871	-0.064002	-0.031833	0.284240	0.026647	0.220282	0.000000	0.000000	0.000000
32778	0.000020	-0.022203	-0.136446	0.019895	-0.062002	-0.156501	0.669180	0.000000	0.000000	0.000000
32779	0.000020	-0.511426	0.060987	1.436417	0.207356	-0.365958	0.360412	0.000000	0.000000	0.000000
32780	0.000020	0.352140	-0.587040	0.047548	-0.583628	-0.399339	0.578566	0.000000	0.000000	0.000000
32781	0.000020	-0.045312	0.015638	-0.041713	-0.192924	-0.184880	0.201508	0.000000	0.000000	0.000000
32782	0.000020	-2.495191	1.980156	0.261317	-0.073959	0.180850	-0.150208	0.000000	0.000000	0.000000
32783	0.000020	0.836492	-1.285367	-0.395164	0.122452	0.604154	0.230379	0.000000	0.000000	0.000000
32784	0.000020	-0.147554	-0.217776	0.256206	-0.433133	-0.811703	-0.425109	0.000000	0.000000	0.000000
32785	0.000020	0.579140	0.270732	0.613179	0.079477	-0.268211	-0.013276	0.000000	0.000000	0.000000
32786	0.000020	-0.714206	-1.030746	-0.009183	-0.842567	-0.473149	-0.582718	0.000000	0.000000	0.000000
32787	0.000020	-0.062583	-0.425337	0.121987	-0.252641	0.282945	0.361201	0.000000	0.000000	0.000000
32788	0.000020	4.016750	2.323743	8.959638	-0.013917	0.280661	0.104406	0.000000	0.000000	0.000000
32789	0.000020	-0.018904	0.072621	-0.434997	0.576095	0.122694	-0.238820	0.000000	0.000000	0.000000
32790	0.000020	-2.114116	0.423053	1.187499	-0.310539	-0.472978	0.337300	0.000000	0.000000	0.000000
32791	0.000020	-1.675158	0.666882	2.350240	-0.988880	0.438294	-0.172002	0.000000	0.000000	0.000000
32792	0.000020	0.413085	-6.748104	4.337419	0.046864	0.291040	0.280877	0.000000	0.000000	0.000000
32793	0.000020	0.478388	-0.184476	0.082528	0.199127	-0.381586	-0.269951	0.000000	0.000000	0.000000
32794	0.000020	-0.127645	0.256446	0.508745	0.840604	-0.350927	-0.270857	0.000000	0.000000	0.000000
32795	0.000020	0.324993	-0.338687	-0.834337	0.324609	-0.003755	-0.441916	0.000000	0.000000	0.000000
32796	0.000020	0.818381	0.525237	-2.373137	-0.548698	0.002948	-0.044744	0.000000	0.000000	0.000000
32797	0.000020	0.287307	0.164364	0.050673	0.400299	0.518250	-0.535831	0.000000	0.000000	0.000000
32798	0.000020	0.142718	0.136121	-0.170017	0.428914	0.461466	-0.150543	0.000000	0.000000	0.000000
32799	0.000020	-0.061347	0.204052	-0.202131	-0.185337	-0.651611	0.276296	0.000000	0.000000	0.000000
32800	0.000020	-0.298935	0.900144	1.297670	-0.620001	0.194537	0.672875	0.000000	0.000000	0.000000
32801	0.000020	0.044756	0.043244	-0.019910	-0.213622	0.393908	-0.612338	0.000000	0.000000	0.000000
32802	0.000020	0.387670	0.267152	0.198656	-0.392109	0.222623	-0.543068	0.000000	0.000000	0.000000
32803	0.000020	0.231611	0.076135	0.005363	0.567947	0.119150	0.026487	0.000000	0.000000	0.000000
32804	0.000020	-0.239530	0.104803	0.158057	-0.367219	0.458281	0.566721	0.000000	0.000000	0.000000
32805	0.000020	-0.053809	-0.095529	-0.068170	0.212850	0.262803	0.106691	0.000000	0.000000	0.000000
