0	0.000061	-2.468688	1.396396	0.188843	-0.380326	0.044820	0.040090	0.000000	0.000000	0.000000
1	0.000061	-0.299778	3.959855	-0.152065	-0.449877	0.614186	-0.090303	0.000000	0.000000	0.000000
2	0.000061	-2.190060	-1.420817	0.573221	-0.106060	-0.326414	0.161783	0.000000	0.000000	0.000000
3	0.000061	-0.387031	-4.422810	-0.095515	0.635405	-0.714916	-0.098192	0.000000	0.000000	0.000000
4	0.000061	1.958638	-3.136236	-0.372344	0.675628	-0.241344	-0.163590	0.000000	0.000000	0.000000
5	0.000061	-3.214958	-2.502066	0.415451	-0.212571	-0.869727	0.006430	0.000000	0.000000	0.000000
6	0.000061	4.195624	2.544938	0.064703	-0.167909	1.040138	0.207990	0.000000	0.000000	0.000000
7	0.000061	3.619210	0.014257	0.283829	0.549920	0.446827	-0.036544	0.000000	0.000000	0.000000
8	0.000061	-4.034645	-0.716050	0.120981	-0.595230	-0.517096	-0.156364	0.000000	0.000000	0.000000
9	0.000061	-0.914458	-4.508562	0.184198	0.636728	-0.724399	0.060633	0.000000	0.000000	0.000000
10	0.000061	1.720548	-1.858199	1.282616	0.256659	-0.057967	0.207170	0.000000	0.000000	0.000000
11	0.000061	3.022269	1.053376	0.162143	0.346844	0.445760	-0.003908	0.000000	0.000000	0.000000
12	0.000061	-0.780039	3.165539	0.150348	-0.560320	0.435352	0.024702	0.000000	0.000000	0.000000
13	0.000061	1.904537	-2.462357	0.115356	0.444273	-0.208392	-0.051538	0.000000	0.000000	0.000000
14	0.000061	4.445862	1.040105	0.337501	0.322761	0.975135	0.092298	0.000000	0.000000	0.000000
15	0.000061	-0.914118	-4.402829	0.399753	0.481996	-0.841904	0.077671	0.000000	0.000000	0.000000
16	0.000061	1.784085	-3.658669	0.180877	0.797981	-0.305842	0.077586	0.000000	0.000000	0.000000
17	0.000061	-2.670339	3.544937	0.421141	-0.978857	0.148768	0.042051	0.000000	0.000000	0.000000
18	0.000061	-3.161481	-3.224789	0.034291	-0.076577	-0.903919	-0.020542	0.000000	0.000000	0.000000
19	0.000061	-0.108920	-4.656511	0.012089	0.932564	-0.601993	-0.049820	0.000000	0.000000	0.000000
20	0.000061	4.162686	-2.513516	0.145404	0.929724	0.637431	0.007720	0.000000	0.000000	0.000000
21	0.000061	-3.392955	-3.000426	0.311074	0.149854	-1.052698	0.160266	0.000000	0.000000	0.000000
22	0.000061	-3.372940	-2.276592	0.458574	-0.213243	-0.831556	0.073530	0.000000	0.000000	0.000000
23	0.000061	2.317224	1.545594	-0.021555	0.178409	0.309745	-0.117425	0.000000	0.000000	0.000000
24	0.000061	-2.540362	-3.781372	0.753628	0.092106	-1.020335	0.226900	0.000000	0.000000	0.000000
25	0.000061	3.072281	0.088423	0.653005	0.345481	0.216342	0.115484	0.000000	0.000000	0.000000
26	0.000061	1.770780	2.758175	0.368059	-0.064626	0.500549	-0.066464	0.000000	0.000000	0.000000
27	0.000061	-3.679232	-2.956863	0.154801	0.129252	-1.074206	-0.009131	0.000000	0.000000	0.000000
28	0.000061	2.031223	-2.495868	0.428076	0.337173	-0.194375	0.099153	0.000000	0.000000	0.000000
29	0.000061	1.266324	-4.344448	0.024393	0.952120	-0.396517	0.240281	0.000000	0.000000	0.000000
30	0.000061	-2.074988	-2.536052	0.541844	0.020438	-0.619731	0.071960	0.000000	0.000000	0.000000
31	0.000061	-1.731724	-1.905814	0.024701	-0.021865	-0.331882	-0.002681	0.000000	0.000000	0.000000
32	0.000061	1.197940	2.881897	0.298143	-0.028833	0.449650	-0.029994	0.000000	0.000000	0.000000
